Title,Company,Skills and Experience
Technical Lead,FireGroup,"Your skills and experience 
 1. Mindset & Soft Skills (Must Have): 
 Product-Oriented: Ability to balance technical perfection with business value and speed-to-market. 
 Accountability: High sense of ownership; you care about the outcome, not just the effort. 
 Adaptability: A continuous learner willing to embrace and lead AI adoption and new workflows. 
 Communication: Excellent verbal and written communication skills; able to negotiate scope and explain complex tech concepts to non-tech stakeholders. 
 2. Technical Requirements: 
 Education: Bachelor's degree in Computer Science, Engineering, or related field. 
 5+ years in Backend Development (Python focus). 
 2+ years in a Leadership role (Lead/Senior with mentoring duties). 
 Experience integrating AI/ML models into production systems. 
 Core Stack: Strong expertise in Python (Django, Flask, or FastAPI). 
 Database: Deep knowledge of SQL (PostgreSQL/MySQL) and NoSQL (MongoDB/Redis) data modeling. 
 Infrastructure: Proficiency with AWS, Docker, Kubernetes, and CI/CD pipelines. 
 Architecture: Proven experience in System Design (API design, Data flow, Event-driven architecture). 
 Why Join Us? 
 Opportunity to lead a team dealing with real-world AI challenges. 
 A culture that values transparency, ownership, and technical excellence. 
 Autonomy to make architectural decisions that impact the business."
"Tech Lead (Golang, CI/CD, Cloud, Kafka)",Aladin Technology,"Your skills and experience 
 Tốt nghiệp Đại học chuyên ngành CNTT, ATTT hoặc các chuyên ngành liên quan. 
 Có từ 5 năm kinh nghiệm phát triển backend, trong đó ít nhất 1-2 năm ở vai trò Technical Leader. 
 Có từ 1 năm kinh nghiệm làm việc với Golang. 
 Có kinh nghiệm thiết kế và triển khai hệ thống lớn, yêu cầu cao về hiệu năng (scalable, high-performance, real-time). 
 Có kiến thức vững chắc về: OOP, kiến trúc Microservices, Design patterns, CI/CD, Cloud (Docker, Kubernetes), Message Queue (Kafka, RabbitMQ). 
 Tư duy logic tốt, khả năng phân tích và giải quyết các vấn đề phức tạp. 
 Kỹ năng giao tiếp, truyền đạt, làm việc nhóm và đào tạo kỹ thuật tốt. 
 Chủ động, trách nhiệm và tinh thần cầu tiến cao. 
 Có kinh nghiệm phát triển các sản phẩm trong lĩnh vực An toàn thông tin, Fintech hoặc xử lý dữ liệu lớn là lợi thế 
 Đã từng xử lý các bài toán về performance tuning, tối ưu query, scaling hệ thống là lợi thế 
 Kiến thức tốt về kiến trúc bảo mật hệ thống (Security Architecture) là một lợi thế."
"Technical Leader (Python, AI, JavaScript, TypeScript)",Cosigma.io,"Your skills and experience 
 Your Profile 
 • 
 3-4 years 
 of experience in a similar role (Tech Lead or Staff Engineer). 
 • Strong analytical and problem-solving mindset 
 • You are a self-starter who also thrives in a collaborative team environment. 
 Technical requirements: 
 • 
 Stack: Proficiency in Python and/or TypeScript/JavaScript 
 across multiple layers of the stack. 
 • Architecture: Strong command of system decomposition, scalability, and observability. 
 • AI & Workflow 
 o Production AI: Real-world experience with LLM API integration, context window management, and fallback strategies. 
 o Modern Workflow: Habitual use of AI coding agents (Cursor, Claude, Copilot) as a core part of your engineering process. 
 o Evaluation: Ability to define quality metrics and build evaluation datasets for AI features 
 Languages: 
 • Vietnamese: full command 
 • English: Full professional proficiency. You will lead daily technical and strategic discussions with international stakeholders. 
 • French knowledge is a strong plus"
Backend Engineer (Golang) từ 3 năm kinh nghiệm,Viettel Cyber Security,"Your skills and experience 
 Từ 3 năm kinh nghiệm lập trình Backend với kinh nghiệm và kiến thức sâu về Golang (có open với techstack Python, NodeJS, Java) 
 Có kiến thức về OOP, Microservices, Design pattern và thiết kế hệ thống 
 Có kinh nghiệm tối ưu hệ thống hoặc tham gia phát triển dự án lớn, số lượng người dùng đáng kể. Biết sử dụng công nghệ Database (SQL, NoSQL), Redis, Message Queue (Kafka, RabbitMQ), các công cụ DevOps (Docker, Docker Compose, K8s) 
 Có khả năng viết clean & maintainable code, tập trung vào hiệu suất, có thể tái sử dụng và dễ hiểu với kiểm thử đơn vị (unit test) 
 Có định hướng rõ ràng, sẵn sàng học hỏi những điều mới và yêu thích sản phẩm 
 Tư duy logic và giải quyết vấn đề tốt, nắm bắt công nghệ nhanh 
 Hiểu biết cơ bản về khách hàng mình phục vụ 
 Tốt nghiệp Đại học chuyên ngành Công nghệ Thông tin, An toàn Thông tin, hoặc các chuyên ngành liên quan."
.NET Technical Lead - 24Hr Campaign,ELCA,"Your skills and experience 
 Bachelor's degree in computer science or equivalent 
 8 years of proven experience in software development of this applied stack. 
 Able to work hands-on and set up a code base for medium to complex application. 
 Able to read and write technical documents, report in the English language 
 Able to bridge the technical discussions between developers and other non-technical stakeholders 
 Able to work independently and as part of the team 
 Able to multitask and prioritize tasks effectively 
 Has a wide range of technical knowledge in many areas, such as front-end, database, and cloud 
 Ability to understand designs documented in mainstream methodologies such as ADD, UML, and BPMN. 
 Experienced in continuous integration and deployment technologies (Jenkins, Docker) 
 Strong mindset and skillset in controlling technical quality, proven experience in design review, code review, and clean-code tools such as Sonar"
IMS Developer (Cobol),Capgemini Vietnam,"Your skills and experience 
 Bachelor Degree in Computer Science/ related degree with at least 2 year of working experience in Cobol, IMS 
 Able to communicate in English is mandatory"
Senior .NET Engineer (with Azure skills),CODE LEAP,"Your skills and experience 
 YOUR PROFILE AND YOUR PERSONALITY : 
 At least 4 years 
 of experience in 
 C# 
 and 
 .NET 
 development 
 Proficiency in RESTful API design and development 
 Must have 
 hands-on experience with 
 Azure cloud platforms 
 Experience with 
 databases 
 (e.g., SQL Server, CosmosDB, NoSQL) 
 Proficient in 
 unit testing 
 and test automation frameworks 
 Solid understanding of 
 software design patterns 
 and development best practices 
 Experience with architectures like 
 Onion 
 , 
 DDD 
 , 
 Event-Driven 
 , or 
 Clean Architecture 
 Familiar with leveraging 
 AI-assisted development tools 
 (e.g., Cursor, Claude) to improve productivity and code quality 
 Strong problem-solving, communication, and collaboration skills 
 Proficiency in 
 English 
 (verbal) 
 Nice to have: 
 Experience with message brokers (RabbitMQ, Kafka, AWS SNS/SQS, Azure Service Bus) 
 Familiarity with 
 Azure services like Container Registry, AKS, FrontDoor, Private Link, WAF, etc. 
 Knowledge of 
 CI/CD pipelines 
 and 
 DevOps 
 practices 
 Hands-on experience with containerization using 
 Docker 
 or 
 Kubernetes"
"Lập trình viên AnyCUBE (.NET/.NET Core, Japanese)",VINX VIETNAM,"Your skills and experience 
 Yêu cầu : 
 Thành thạo .NET/.NET Core trên nền tảng web 
 Hiểu biết rộng về HTML, CSS, Javascript 
 Sử dụng thành thạo LinQ 
 Có kinh nghiệm làm việc với database SQL Server, tối ưu câu query và nâng cao hiệu suất 
 Có kinh nghiệm xử lý lập lịch (Task Scheduler), tác vụ chạy ngầm – xử lý hàng đợi (Queue Job) 
 Sử dụng GIT, SVN 
 Tiếng Anh : đọc, viết 
 Tiếng Nhật : biết tiếng Nhật là lợi thế 
 Ưu tiên ứng viên: 
 Biết tiếng Nhật cơ bản hoặc có kinh nghiệm làm việc tại công ty Nhật 
 Có kinh nghiệm trong lĩnh vực bán lẻ 
 Có kiến thức sử dụng Cloud"
Lead Java Engineer,NAB Innovation Centre Vietnam,"Your skills and experience 
 YOUR SKILLS & EXPERIENCE 
 Must-have 
 Experience as a 
 Java technical Lead/Senior Engineer 
 in a complex, enterprise level development environment; 
 Over 8 years of experience as software engineer 
 Solid experience in 
 JAVA 8+ 
 Experience in 
 designing & developing RESTful APIs 
 and complex microservices based system; 
 troubleshooting and debugging in microservice 
 Experience in Cloud computing and 
 AWS or Azure 
 Experience with 
 unit testing and integration testing 
 Practical experience in 
 Containers 
 (ECS, Kubernetes, Docker) and FaaS (AWS Lambda) technologies 
 Strong English communication skills 
 (both verbal & written), especially in the global software development environment. 
 Experience in Agile development environments; 
 Well-versed in writing structured, well-documented, maintainable, and clean code; 
 Good 
 problem-solving 
 and 
 analytical skills"
"Senior .Net Developer(C#, ASP.NET Core, Azure)",Ahasoft,"Your skills and experience 
 Must Have: 
 At least 5 years of experience in web development using ASP.NET MVC 5, .NET Core, C#, Entity Framework, and SQL Server 
 Willingness to learn new technologies, with a product-oriented mindset 
 Ability to write clean, maintainable code 
 Positive attitude and strong work ethic 
 Strong critical thinking and problem-solving skills 
 Able to read and write technical documents in English (speaking and listening not required) 
 Nice to Have: 
 Experience with Microsoft Azure 
 Familiarity with AI-assisted development tools (e.g., Cursor, Tabnine, GitHub Copilot) 
 Experience in designing and optimizing databases/systems is a strong plus 
 Good understanding of microservices architecture"
Java Developer / Trên 3 năm KN / PV 1 vòng /~45M Gross,SoftRoad Việt Nam,"Your skills and experience 
 Over 3 years of practical experience in Java (Java SE/Kotlin, Java EE/Spring/Spring Boot) 
 Practical knowledge of version control systems, including Git flow, Trunk, and GitHub flow branching strategies. 
 Experience with SQL and JPA/Hibernate. 
 Experience with messaging systems such as Kafka, Solace, RabbitMQ, or AWS Kinesis. 
 Proven experience developing RESTful APIs and event-driven microservices using Kafka. 
 Hands-on experience with Kubernetes and Docker. 
 Familiarity with DevOps toolchain: GitHub, CircleCI, Artifactory, SonarQube, etc. 
 Knowledge of NoSQL databases such as DynamoDB. 
 Experience with elastic AWS infrastructure. 
 Proficiency in agile software development methodologies (Scrum or Kanban). 
 Knowledge of Test-Driven Development methodology. 
 Priority will be given to those who know English. 
 A structured mindset with the ability to adapt to changes in a fast-growing organization. 
 Ambitious and results-driven personality. 
 Ability to work well as part of a team in a fast-paced environment."
"Java API Engineer (Java, AWS)",GoTymeX,"Your skills and experience 
 Requirements 
 You will be a perfect match if your profile ticks some below items: 
 Must-have: 
 A pragmatic mindset. 
 Outstanding problem-solving ability, eagerness to learn, and curiosity. 
 Software development experience with one or more general-purpose programming languages. 
 Strong database and schema design for large-scale applications. 
 Adaptable attitude and personality that is ready for continuous change. 
 Collaboration and culture fit in the Agile experience will be an advantage. 
 Good English skills. 
 Nice to have: 
 Experience in developing distributed systems on top of micro-services architecture, event-driven architecture using Java, Spring and Spring boot, Kafka, Redis, etc. is a big plus 
 Experience in AWS, Ansible, Packer, Docker, Rancher, and K8s 
 is a big plus 
 Experienced in automated testing frameworks is a plus 
 Good English listening and speaking is a big plus 
 Experience working in the banking and the financial domain is a plus"
Senior Java Developer,ST Engineering,"Your skills and experience 
 What We’re Looking For 
 5+ years of experience in 
 Java backend development 
 Hands-on experience with 
 Quarkus 
 (or strong willingness and ability to adopt it quickly) 
 Solid understanding of 
 microservices and distributed systems 
 Experience with 
 event-driven architecture and messaging systems 
 (e.g., Kafka or equivalent) 
 Strong experience with 
 relational databases 
 (Oracle, PostgreSQL, or MySQL) 
 Familiarity with 
 Redis or caching strategies 
 Experience building or maintaining 
 real-time systems 
 Comfortable with 
 Docker and CI/CD pipelines 
 Strong understanding of 
 performance tuning, concurrency, and system scalability 
 Experience with 
 monitoring and observability tools 
 (e.g., Prometheus, Grafana, OpenTelemetry) 
 Nice to Have 
 Experience with 
 high-throughput, low-latency systems 
 Familiarity with 
 alternative messaging platforms 
 (e.g., Solace) 
 Experience in 
 distributed tracing and observability 
 Background in 
 system modernization or migration projects 
 Exposure to 
 Node.js 
 is a plus 
 Tech Environment 
 Backend: 
 Java (Quarkus) 
 Messaging: 
 Kafka or equivalent 
 Database: 
 Oracle / PostgreSQL / MySQL 
 Cache: 
 Redis 
 Real-time: 
 WebSocket / push-based communication 
 Observability: 
 Prometheus, Grafana, OpenTelemetry 
 DevOps: 
 Docker, CI/CD pipelines"
Senior Java Engineer – 24Hr Campaign,ELCA,"Your skills and experience 
 Bachelor's degree in computer science or equivalent 
 Good knowledge of OOP, SOLID principles, design patterns, and data modeling 
 Able to read and write technical documents in the English language 
 Good technical, analytical, and problem-solving skills 
 Passionate, pro-active, and keen to learn new technologies (or move to a mission part) 
 Experience in the Java technology and ecosystem 
 Experience in SQL and database management systems 
 Knowledge of JavaScript, HTML, XML, and CSS 
 At least 5 years of experience in software development of this applied stack 
 Proven experience of coaching and supervising other developers and team members 
 Proven experience: Spring, SpringBoot, Hibernate, etc. 
 Nice to have 
 Knowledge of the Agile methodology (Scrum) 
 Knowledge of CI/CD (Jenkins, Docker) 
 Experience and/or certifications on Amazon, Azure, and Oracle clouds. 
 Experience in Web development (Angular, ReactJS) or Windows App development 
 Experience in leading a project or a team 
 Oral communication skills in English"
Senior .NET Engineer - 24Hr Campaign,ELCA,"Your skills and experience 
 Bachelor's degree in computer science or equivalent 
 Good knowledge of OOP, SOLID principles, design patterns, and data modeling 
 Able to read and write technical documents in the English language 
 Good technical, analytical, and problem-solving skills 
 Passionate, pro-active, and keen to learn new technologies (or moving to a mission part) 
 Experience in the .NET technology and ecosystem 
 At least 5 years of experience in software development of this applied stack 
 Proven experience of coaching and supervising other developers and team members"
"Fresher & Junior - Software Developer (.NET, Java, C#)",Netcompany,"Your skills and experience 
 Bachelor or Master degree within a relevant IT specialization. 
 Good English skills both in writing and verbally. 
 Basic understanding of and practical experience with object-oriented programming and data modelling. 
 Familiar with various design, architectural patterns and modern system development. 
 Open towards and able to quickly learn new technologies. 
 Ability to work both independently and collaboratively as part of an international team. 
 Professional pro-active attitude, taking responsibility and initiative. 
 Effectively estimate work and produce deliverables on time. 
 Recruitment process: 
 - Phone Screening (English Proficiency Test): 
 Once your application is reviewed and meets the qualifications, the Recruitment Team will reach out to you via phone for a discussion. Please note, you may receive a call from an unknown number after submitting your application. 
 - In-person Interview (Conducted in English, 2 Hours): 
 The interview will take place at our office and will be conducted entirely in English. The session will be divided into two parts: Introduction Round & Technical Round"
"Senior Full-Stack Developer (PHP, MySQL, Vue.js, API)",Công Ty Tnhh Hello Việt Nam,"Your skills and experience 
 Phát triển Backend (Backend Development) 
 Hơn 5 năm kinh nghiệm trong phát triển backend. 
 Kinh nghiệm vững chắc với PHP 8+. 
 Kiến thức sâu về framework Laravel. 
 Kinh nghiệm thiết kế và triển khai API REST. 
 Hiểu biết về: 
 Giao dịch cơ sở dữ liệu (database transactions) 
 Tình trạng tranh chấp (race conditions) 
 Các hoạt động lũy đẳng (idempotent operations) 
 Xử lý đồng thời (concurrency) 
 Cơ sở dữ liệu (Database) 
 Kiến thức vững chắc về MySQL. 
 Kinh nghiệm về: 
 Tối ưu hóa truy vấn 
 Chiến lược lập chỉ mục (indexing) 
 Quản lý giao dịch 
 Tính toàn vẹn dữ liệu 
 Frontend 
 Kinh nghiệm dày dặn với Vue.js. 
 Hiểu biết về kiến trúc frontend hiện đại. 
 Kinh nghiệm xây dựng giao diện SPA. 
 Quen thuộc với việc tích hợp API và quản lý trạng thái (state management). 
 Hiểu biết về Cơ sở hạ tầng (Infrastructure Awareness) 
 Kinh nghiệm làm việc với Docker. 
 Hiểu biết về: 
 Nginx 
 Caching 
 Hàng đợi (queues) 
 Các tác vụ chạy ngầm (background jobs) 
 Kinh nghiệm FinTech / Thanh toán (Ưu tiên) 
 Kinh nghiệm làm việc với các hệ thống thanh toán. 
 Hiểu biết về luồng giao dịch tài chính. 
 Kinh nghiệm tích hợp API bên ngoài. 
 Kinh nghiệm xử lý webhook. 
 Có kinh nghiệm tích hợp blockchain hoặc thanh toán tiền điện tử là một điểm cộng lớn. 
 Điểm cộng khác 
 Kinh nghiệm với hàng đợi Redis. 
 Kinh nghiệm thiết kế các hệ thống hướng sự kiện (event-driven systems). 
 Kinh nghiệm với các dịch vụ backend chịu tải cao. 
 Kiến thức về các phương pháp bảo mật tốt nhất. 
 Quen thuộc với quy trình CI/CD. 
 Phẩm chất cá nhân 
 Tinh thần trách nhiệm cao (ownership mindset). 
 Chú ý đến chi tiết (cực kỳ quan trọng đối với các hệ thống tài chính). 
 Khả năng làm việc độc lập. 
 Tư duy kỹ thuật thực tế. 
 Kỹ năng giao tiếp tốt. 
 Khả năng cộng tác trong một nhóm nhỏ nhưng có tác động lớn."
IT Software Developer (Full-stack .NET),Công Ty TNHH Behn Meyer Việt Nam,"Your skills and experience 
 Tốt nghiệp Đại học chuyên ngành CNTT, Khoa học máy tính hoặc lĩnh vực liên quan. 
 3–5 năm kinh nghiệm lập trình Full‑stack phát triển ứng dụng Web/Mobile. (Ưu tiên ứng dụng nội bộ) 
 Kỹ năng phát triển phần mềm 
 Có kinh nghiệm phát triển 
 Web application (Full-stack) 
 . 
 Thành thạo 
 .NET Core/6/8 
 Thành thạo 
 HTML, CSS, JavaScript 
 . 
 Có kinh nghiệm với ít nhất một framework front-end ( 
 React hoặc Angular 
 ). 
 Có kinh nghiệm sử dụng 
 AI coding assistant 
 trong phát triển phần mềm. 
 Kỹ năng hệ thống & tích hợp 
 Có kinh nghiệm xây dựng 
 REST API 
 và tích hợp hệ thống thông qua 
 Open API, OAuth2, SSO 
 . 
 Có kinh nghiệm xử lý dữ liệu qua Webhooks và sử dụng hàng đợi Message Queue (như Redis, RabbitMQ) 
 Có kinh nghiệm làm việc với 
 SQL Server / MySQL 
 . 
 Có kinh nghiệm phát triển hoặc tham gia triển khai 
 hệ thống ứng dụng nội bộ doanh nghiệp (ERP, CRM, portal, Document Management…) 
 . 
 Ưu tiên 
 Kinh nghiệm tích hợp hệ thống In-house (CRM, ERP, Microsoft 365…). 
 Kinh nghiệm làm việc với 
 Microsoft Graph API 
 Kinh nghiệm làm việc với Cloud (Azure, AWS…). 
 Kinh nghiệm phát triển Mobile App hoặc Automation/RPA."
"Senior/ Mid Full-Stack Developer (.Net Core, Angular)",SAVILLS VIETNAM,"Your skills and experience 
 Bachelor’s degree in Information Technology, Software Engineering, Computer Science, or related field. 
 At least 4 - 7 years of hands-on experience in software development. 
 Strong proficiency in MS SQL and relational database design. 
 Expertise in Microsoft technologies: ASP.NET Core, .NET 5/6, MVC Framework, REST API development, background services. 
 Front-end development experience with Angular, TypeScript, JavaScript, HTML 5, CSS 3 and Blazor. 
 Familiarity with Azure Cloud services like App Service, Azure Storage, Key Vault, Azure Function, Logic-App, etc. 
 Hands-on experience with version control systems and ability to implement CI/CD pipelines using Azure DevOps for automated builds and deployments. 
 Skilled in debugging and monitoring tools (Postman, Fiddler, Application Insights) for troubleshooting and performance optimization. 
 Understanding of enterprise standards: logging, monitoring, access control, and secure data handling. 
 Knowledge of OOP Concept & software architecture principles, including microservices and SOA. 
 Experience with Microsoft Power Platform (Power Apps, Power Automate, Power BI) for building low-code/no-code solutions and integrating with enterprise systems. 
 Comfortable working in Agile and traditional waterfall models. 
 Strong English communication skills with ability to work effectively with regional teams. 
 Cross-cultural sensitivity and fully understand and adopt company's values 
 Experience in sizeable multinational corporations to work with large cross-functional teams."
"Fullstack Developer (C#, .NET, Blazor, MySQL)",Siêu Liên Kết,"Your skills and experience 
 1. Kỹ năng về Frameworks & Technologies 
 Backend: Tối thiểu 01 năm kinh nghiệm lập trình với C#, .NET, và ASP.NET Core. 
 Frontend: Có kinh nghiệm thực tế với Blazor, ASP.NET MVC. 
 Database: Thành thạo các hệ quản trị cơ sở dữ liệu: MySQL, SQL Server, hoặc PostgreSQL. 
 Web Basic: Nắm vững kiến thức cơ bản về HTML, CSS, và JavaScript. 
 2. Kỹ năng về Tools & Platforms 
 IDE: Sử dụng thành thạo Visual Studio hoặc Visual Studio Code để phát triển dự án. 
 Version Control: Sử dụng thành thạo Git (GitHub/GitLab) trong việc quản lý mã nguồn và làm việc nhóm. 
 Testing & Design: Biết sử dụng các công cụ hỗ trợ như Postman (test API) và các công cụ phác thảo giao diện cơ bản. 
 3. Kiến thức & Năng khiếu 
 Kiến thức nền tảng: Hiểu rõ về lập trình hướng đối tượng (OOP), mô hình MVC và các nguyên lý thiết kế phần mềm sạch. 
 Tư duy thẩm mỹ: Có năng khiếu về mỹ thuật, khả năng phối màu và tư duy bố cục tốt để tạo ra giao diện web chuyên nghiệp, tinh tế. 
 Trải nghiệm người dùng (UX): Có tư duy đặt người dùng làm trung tâm, đảm bảo hệ thống dễ sử dụng và logic."
"Fullstack Web Developer (ReactJS, NodeJS) ~ Up to $2000",Ewoosoft Vietnam,"Your skills and experience 
 From 07 years of hands-on experience in web application development, with strong expertise in ReactJS and NodeJS. 
 Strong experience in full-stack architecture design and development for enterprise web applications. 
 Solid database skills: relational (PostgreSQL, MySQL) and/or NoSQL (MongoDB), including query optimization and schema migrations. 
 Experience implementing DevOps practices, including CI/CD pipelines (GitHub Actions, GitLab CI, Jenkins, or similar). 
 Experience with cloud platforms (AWS, Azure) and container orchestration tools such as Kubernetes (K8s). 
 Strong experience in code quality control, including linting, unit testing, integration testing, and code reviews. 
 Good understanding of software architecture, scalability, and system reliability. 
 Ability to work closely with product managers and stakeholders to translate business requirements into technical solutions. 
 Experience leading development teams, coordinating tasks, and driving technical initiatives is highly preferred. 
 Experience developing software in the dental or medical imaging domain is a strong plus."
Middle/Senior Authorisation Engineer,NAB Innovation Centre Vietnam,"Your skills and experience 
 YOUR SKILLS & EXPERIENCE 
 5+ years of IT experience with strong problem‑solving skills and hands‑on production support exposure. 
 Experience with configuration and integration tools (e.g. Pega, Blue Prism, OSB, TIBCO) and role‑based access models (RBAC, ABAC, ReBAC). 
 Software development experience in any programming language and strong understanding of enterprise systems and API integrations, preferably within the banking domain. 
 Strong business acumen and ability to communicate using business‑focused language. 
 High attention to detail, excellent analytical thinking, and ability to manage competing priorities. 
 Passion for learning legacy systems, driving technology transformation, and continuous improvement. 
 Strong stakeholder management, interpersonal skills, and ability to work independently or as part of a team."
Senior Fullstack Engineer,ITviec Recruitment Consulting,"Your skills and experience 
 Must-have: 
 5+ years 
 of professional experience in full-stack software development. 
 Strong backend development experience (designing and maintaining server-side applications). 
 Solid experience in designing, building, and consuming RESTful APIs. 
 Good understanding of database design, data modeling, and query optimization. 
 Strong frontend fundamentals: HTML, CSS, JavaScript, and modern frontend frameworks/libraries. 
 Solid knowledge of web application architecture and client–server communication. 
 Experience building cross-browser, cross-device compatible applications. 
 Strong understanding of responsive design principles. 
 Excellent analytical thinking and problem-solving skills. 
 Good English communication skills (spoken and written) to effectively collaborate with international teams. 
 Nice-to-have: 
 Experience developing backend systems using 
 Python 
 . 
 Hands-on experience with modern JavaScript frameworks ( 
 React, Angular, Vue 
 , etc.). 
 Familiarity with state management solutions. 
 Experience with different API technologies, patterns, and integrations. 
 Knowledge of containerization and deployment automation. 
 Understanding of CI/CD principles and tools. 
 Experience in performance optimization for web applications. 
 Knowledge of web accessibility standards and best practices."
Senior/Lead Fullstack (.NET/JS) Software Engineer,KMS Technology,"Your skills and experience 
 General requirements: 
 Likely having 5+ years of experience depending on how fast of your learning and developing technical capability 
 Ability to obtain a deep knowledge of the project technologies and work independently with minimum guidance 
 Ability to self-learn and adapt to new technologies quickly 
 At least intermediate level of English level 
 Technical requirements: 
 Strong proficiency with backend 
 C#, 
 Web Forms, .NET 4.7 and the 
 .NET 
 framework. 
 Hand-on experience with front-end technologies including 
 JavaScript 
 , HTML5, and CSS3. 
 Experience with RESTful API design and integration. 
 Familiarity with relational databases like SQL Server, and experience with ORM frameworks such as Entity Framework. 
 Good knowledge or experience of using IoC container 
 Strong experience with object-oriented (OO) designs and design patterns 
 Familiar with DevOps techniques (CI/CD pipelines, Infrastructure as Code (IaC) tools, containerization and orchestration, etc.) 
 Experience in microservices and cloud environments (Azure/AWS/GCP) 
 Performs effectively & independently in software implementation activities (designing, coding, verification, unit testing, integration testing, and debugging…)"
"Senior Full-Stack Engineer (Java, ReactJS, JavaScript)",Magnolia,"Your skills and experience 
 5+ Years of Experience: Proven track record as a Senior Full-Stack Engineer or a Frontend Engineer with solid backend capabilities. 
 React Expertise: Deep knowledge of React and the modern JavaScript/TypeScript ecosystem. 
 Java: Solid proficiency in Java. 
 Autonomy: A demonstrable history of taking initiative, self-managing, and driving projects forward independently in a remote environment. 
 Language Skills: Excellent command of written and spoken English is a must have. 
 Forward-Thinking: A strong curiosity and willingness to adopt AI tools to accelerate your development speed."
"Mid/Sr Fullstack Software Engineer (.NET, React, C#)",MiTek Vietnam,"Your skills and experience 
 Required Qualifications: 
 Functional knowledge of object-oriented programming 
 Bachelor’s degree in Computer Science or related field from an accredited university 
 3+ years of software design and development using relevant technologies required 
 English proficiency at B2 level or above (or equivalent) is required for effective communication with global teams. 
 Experience in developing Web Applications and Desktop Applications. 
 Ability to dig into large codebases to diagnose, debug, and resolve critical issues 
 Ability to refactor code to fix root causes 
 Knowledge of data structures and strong understanding of object-oriented principles 
 Experience driving designs, mentoring team members, and guiding technical discussions 
 Strong communication skills with the ability to collaborate across teams and influence outcomes 
 Experience with: 
 C# / .NET 
 HTML, CSS, and JavaScript / TypeScript 
 SQL 
 Preferred Qualifications: 
 Experience working in an Agile development environment 
 Understanding of the Software Development Life Cycle (SDLC) and Agile methodologies. 
 Experience with: 
 React 
 WPF 
 Angular 
 Entity Framework Core 
 RESTful API Development 
 MassTransit 
 RabbitMQ or Azure Service Bus 
 Azure DevOps 
 Azure"
"Senior PHP Fullstack Engineer (Typescript, English)",HRS Group,"Your skills and experience 
 FOR THIS EXCITING MISSION YOU ARE EQUIPPED WITH... 
 Professional Experience: At least 5 years of hands-on experience in software development. 
 · Backend Expertise: Strong knowledge of PHP and the Symfony framework, experience with TypeScript/Next.js 
 · Frontend Skills: Solid understanding of HTML/CSS and React 
 · Database Know-how: Practical experience with relational databases like MySQL. 
 · Cloud Experience: Familiarity with AWS and serverless architectures is an advantage. 
 · AI & Tooling: Interest or experience in AI-assisted development and modern developer tooling. 
 · Agile Mindset: Basic understanding of Scrum or other Agile methodologies. 
 · Collaboration: Strong communication skills and a proactive, team-oriented attitude. 
 · Ownership: High sense of responsibility, structured approach, and focus on results. 
 · Languages: Proficient in English"
Fullstack Engineer (Java/ReactJS) - Weverse,NAVER VIETNAM,"Your skills and experience 
 Your background: 
 3+ years of experience developing Event-Driven Microservices that can handle high traffic. 
 1+ years of experience working in React or Vuejs, Nextjs projects. 
 Deep knowledge of Relational Databases (PostgreSQL, MySQL, Oracle). 
 Experience with Event-Driven Architecture using Kafka. 
 Understanding & experience in design patterns, data structure, algorithm, data consistency, idempotency. 
 Basic communication in English. 
 It's a big plus if you: 
 Have experience in Java Spring-Framework. 
 Have experience in distributed database HBase, Cassandra, ClickHouse. 
 Hands-on experience with Docker, Helm Charts, Kubernetes, or Cloud Platforms."
"Fullstack Java Software Architect (Fintech, AWS, Micro)",Vietpay Corporation,"Your skills and experience 
 Must have 
 • 7+ years of professional software engineering experience, with strong Java and enterprise grade backend delivery. 
 • Proven experience designing and building microservices, middleware platforms, and API first systems. 
 • Strong AWS and cloud engineering experience, including deployment, security, and reliability practices. 
 • Strong SQL database experience, including schema design and performance tuning. 
 • Solid understanding of software engineering best practices: testing, code reviews, CI and CD, documentation, and design patterns. 
 • Ability to work across multiple teams and stakeholders, with strong written and spoken English. 
 • Experience in financial services, banking, insurance, or other regulated environments is strongly preferred. 
 Preferred qualifications 
 • Hands on experience with Neo4j and graph modeling for relationships such as merchant networks, referrals, or risk scoring. 
 • Hands on experience with MongoDB for document and event storage use cases. 
 • MQTT experience for device messaging or real time pipelines. 
 • Fintech and payments experience, including NAPAS, Visa, or Mastercard related workflows. 
 • Experience with observability tooling such as OpenTelemetry, Prometheus, Grafana, or ELK stacks. 
 • Experience building gamified platforms or engagement engines with measurable outcomes. 
 Tools and working methods 
 • Engineering: Java, Spring Boot, REST APIs, microservices, containerization, and structured code review practices. 
 • Cloud: AWS services for compute, storage, networking, logging, and security. 
 • Data: SQL databases plus optional Neo4j and MongoDB, with disciplined migrations and performance monitoring. 
 • Collaboration: Jira or equivalent, documentation in Confluence or Notion, and clear written updates with decision logs."
